PaperProjectID,DOI,Title,NoveltyScore,Confidence,ControversyIndex,Classification,Explanation,AdjudicationNote,Uniqueness,Tension,Synthesis,Coherence
029_248,https://doi.org/10.1139/cjp-2023-0190,QEYSSat 2.0—white paper on satellite-based quantum communication missions in Canada,0.45,0.9581,0.4652,Incremental,"This paper is a 4.5/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives. Note: Final score was adjusted by the Skeptic Gate (Responsible Metrics filter).",VETO: Review Cap (Consensus),0.604,0.4,0.6878,0.9311
029_249,https://doi.org/10.1186/s13229-025-00657-1,Flexible nonlinear modeling reveals age-related differences in resting-state functional brain connectivity in autistic males from childhood to mid-adulthood,0.5799,0.8418,1,Moderately Novel,"This paper is a 5.8/10 for novelty, and we are 84% confident in this assessment. The moderate confidence (84%) suggests reasonable agreement among judges.",Socratic Panel,0.707,0.3,0.6575,0.896
029_250,https://doi.org/10.1080/19768354.2023.2285826,Potent of strategic approaches for tauopathies ranging from single-cell transcriptome to microbiome,0.4999,0.9129,0.9679,Incremental,"This paper is a 5.0/10 for novelty, and we are 91% confident in this assessment. The high confidence (91%) indicates strong consensus across all judge perspectives.",Consensus,0.568,0.3,0.6909,0.8756
029_251,https://doi.org/10.3390/ani14071019,Trends in Rescue and Rehabilitation of Marsupials Surviving the Australian 2019–2020 Bushfires,0.5052,0.9495,0.5609,Incremental,"This paper is a 5.1/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.568,0.3,0.7443,0.946
029_252,https://doi.org/10.25122/jml-2024-0417,"Efficacy of dietary and lifestyle interventions in obesity management: a therapeutic protocol at the Diabetes Department, Marius Nasta Institute of Pneumophthisiology, Bucharest, Romania",0.45,0.9514,0.5398,Incremental,"This paper is a 4.5/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives. Note: Final score was adjusted by the Skeptic Gate (Responsible Metrics filter).",VETO: Review Cap (Consensus),0.56,0.4,0.7192,0.9052
029_253,https://doi.org/10.1186/s12866-024-03563-3,Detection and characterization of Campylobacter in air samples from poultry houses using shot-gun metagenomics – a pilot study,0.5261,0.967,0.3662,Incremental,"This paper is a 5.3/10 for novelty, and we are 97% confident in this assessment. The high confidence (97%) indicates strong consensus across all judge perspectives.",Consensus,0.612,0.3,0.6887,0.9058
029_254,https://doi.org/10.1007/s11307-025-01993-7,Dual Targeting of Neuropilin-1 and Glucose Transporter for Efficient Fluorescence Imaging of Cancer,0.5278,0.965,0.389,Incremental,"This paper is a 5.3/10 for novelty, and we are 97% confident in this assessment. The high confidence (97%) indicates strong consensus across all judge perspectives.",Consensus,0.62,0.3,0.6585,0.893
029_255,https://doi.org/10.1038/s44183-025-00140-7,Scenario planning from the bottom up: supporting inclusive and ecosystem-based approaches to marine spatial planning,0.556,0.9791,0.2323,Moderately Novel,"This paper is a 5.6/10 for novelty, and we are 98% confident in this assessment. The high confidence (98%) indicates strong consensus across all judge perspectives.",Consensus,0.612,0.4,0.6876,0.9264
029_256,https://doi.org/10.1016/j.tcs.2024.114386,Tell me who you are friends with and I will tell you who you are: Unique neighborhoods in random graphs,0.45,0.9609,0.4346,Incremental,"This paper is a 4.5/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives. Note: Final score was adjusted by the Skeptic Gate (Responsible Metrics filter).",VETO: Review Cap (Consensus),0.768,0.3,0.6536,0.9455
029_257,https://doi.org/10.18006/2024.12(3).426.434,Exploring intra-allelic and inter-allelic gene interactions influencing seed yield and its components in inter-varietal crosses of Mungbean (Vigna radiata (L.) Wilczek),0.4592,0.9655,0.3835,Incremental,"This paper is a 4.6/10 for novelty, and we are 97% confident in this assessment. The high confidence (97%) indicates strong consensus across all judge perspectives.",Consensus,0.496,0.3,0.716,0.9108
029_258,https://doi.org/10.1111/jors.70016,Assessing the Economic Impacts of Transformative Activities: Embedding Entrepreneurial Ideas Into a Spatial CGE Approach in Hungary,0.5338,0.9593,0.4526,Incremental,"This paper is a 5.3/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.62,0.3,0.7181,0.9246
029_259,https://doi.org/10.1126/sciadv.aea9781,Precision mapping of equilibrium disclination strain in pentagonally twinned nanostructures,0.6298,0.9506,0.5494,Moderately Novel,"This paper is a 6.3/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.78,0.3,0.7184,0.9223
029_260,https://doi.org/10.1177/13691481241270525,"Resisting Post-Truth Politics as Epistemicide: Learning from Trans*, Indigenous American and Palestinian Lived Experiences",0.5398,0.8385,1,Incremental,"This paper is a 5.4/10 for novelty, and we are 84% confident in this assessment. The moderate confidence (84%) suggests reasonable agreement among judges.",Socratic Panel,0.646,0.3,0.622,0.9165
029_261,https://doi.org/10.3390/atmos16040369,Modeling PM10 Emissions in Quarry and Mining Operations: Insights from AERMOD Applications in Malaysia,0.4806,0.9493,0.5637,Incremental,"This paper is a 4.8/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.532,0.3,0.7144,0.9419
029_262,https://doi.org/10.1002/srin.202400081,Application of Hydrogen Permeation Techniques to Assess the Effect of Inhibitors in Hydrochloric Steel Pickling of Low‐C Steels and Interstitial‐Free Steels,0.5027,0.958,0.4662,Incremental,"This paper is a 5.0/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.568,0.3,0.7185,0.9328
029_263,https://doi.org/10.1111/sjop.13013,Elevated perceived stress in university students due to the <scp>COVID</scp>‐19 pandemic: Potential contributing factors in a propensity‐score‐matched sample,0.5148,0.9432,0.6308,Incremental,"This paper is a 5.1/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.604,0.3,0.6243,0.9163
029_264,https://doi.org/10.1186/s12888-025-07374-2,Efficacy and safety profile of vortioxetine as an add-on molecule in obsessive-compulsive disorder: a randomized double-blinded placebo-controlled superiority trial – a study protocol,0.2425,0.9195,0.8946,Incremental,"This paper is a 2.4/10 for novelty, and we are 92% confident in this assessment. The high confidence (92%) indicates strong consensus across all judge perspectives.",Consensus,0.15,0.3,0.6253,0.9284
029_265,https://doi.org/10.1007/s44267-025-00079-w,SHIELD: an evaluation benchmark for face spoofing and forgery detection with multimodal large language models,0.5775,0.8687,1,Moderately Novel,"This paper is a 5.8/10 for novelty, and we are 87% confident in this assessment. The moderate confidence (87%) suggests reasonable agreement among judges.",Socratic Panel,0.643,0.4,0.7172,0.9446
029_266,https://doi.org/10.1177/23743735251362529,Exploring Factors That Drive Nonurgent Emergency Department Use,0.4412,0.9655,0.3837,Incremental,"This paper is a 4.4/10 for novelty, and we are 97% confident in this assessment. The high confidence (97%) indicates strong consensus across all judge perspectives.",Consensus,0.476,0.3,0.6557,0.9332
029_267,https://doi.org/10.3389/fpsyt.2025.1557867,Relationship between disease perception and feelings of powerlessness in lymphoma patients: the mediating effect of social support and level of hope,0.4713,0.9589,0.457,Incremental,"This paper is a 4.7/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.532,0.3,0.6209,0.927
029_268,https://doi.org/10.1080/21697213.2025.2471416,Limited partnership agreement structure and stock price crash risk,0.5318,0.9603,0.4411,Incremental,"This paper is a 5.3/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.618,0.3,0.7103,0.9485
029_269,https://doi.org/10.3349/ymj.2023.0115,Comparison of Physician-Controlled Maneuver and Assistant-Controlled Maneuver during Endoscopic Retrograde Cholangiopancreatography,0.4751,0.9577,0.4697,Incremental,"This paper is a 4.8/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.544,0.3,0.5874,0.9224
029_270,https://doi.org/10.1109/access.2023.3331106,Leaky-Wave Antenna Array With Bilateral Beamforming Radiation Pattern for Highly Efficient Mobile Communication System,0.5307,0.9706,0.327,Incremental,"This paper is a 5.3/10 for novelty, and we are 97% confident in this assessment. The high confidence (97%) indicates strong consensus across all judge perspectives.",Consensus,0.62,0.3,0.6866,0.9329
029_271,https://doi.org/10.3390/bs15091228,"The Perceived Internalized Sexual Stigma Measure (PrISSM): A New Sexual Stigma Measure for Lesbian, Gay, and Bisexual Individuals",0.5269,0.9548,0.5023,Incremental,"This paper is a 5.3/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.62,0.3,0.6488,0.9467
029_272,https://doi.org/10.3846/gac.2024.20647,Impact of data structure types and spatial resolution on landslide volumetric change measurements,0.5097,0.9741,0.2877,Incremental,"This paper is a 5.1/10 for novelty, and we are 97% confident in this assessment. The high confidence (97%) indicates strong consensus across all judge perspectives.",Consensus,0.58,0.3,0.7169,0.9423
029_273,https://doi.org/10.1051/bioconf/202410101008,The effect application of powder active of cassava to various composted weeds in improving chemical characteristics of vertisol and yield of mung bean (<i>Vigna radiata</i>L.),0.506,0.9315,0.7607,Incremental,"This paper is a 5.1/10 for novelty, and we are 93% confident in this assessment. The high confidence (93%) indicates strong consensus across all judge perspectives.",Consensus,0.574,0.3,0.7164,0.9332
029_274,https://doi.org/10.1002/jcsm.13528,Test–retest reliability and follow‐up of muscle magnetic resonance elastography in adults with and without muscle diseases,0.4347,0.9601,0.4432,Incremental,"This paper is a 4.3/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.46,0.3,0.6874,0.9043
029_275,https://doi.org/10.1002/mgg3.70034,Newborn Screening for Isovaleric Acidemia: Treatment With Pivalate‐Generating Antibiotics Contributed to False <scp>C5</scp>‐Carnitine Positivity in a Chinese Population,0.4998,0.9619,0.4237,Incremental,"This paper is a 5.0/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.568,0.3,0.6903,0.9114
029_276,https://doi.org/10.3390/molecules30122532,Combination of Membrane-Based Pre-Treatment Techniques and Heterogeneous Photocatalysis to Obtain High-Quality Effluents from Produced Water,0.5303,0.9577,0.4697,Incremental,"This paper is a 5.3/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.62,0.3,0.6831,0.95
029_277,https://doi.org/10.3389/fpsyt.2024.1493158,"Predictive model using autism diagnostic observation schedule, second edition for differential diagnosis between schizophrenia and autism spectrum disorder",0.4806,0.9119,0.9785,Incremental,"This paper is a 4.8/10 for novelty, and we are 91% confident in this assessment. The high confidence (91%) indicates strong consensus across all judge perspectives.",Consensus,0.536,0.3,0.6897,0.9278
029_278,https://doi.org/10.1080/16078454.2024.2423324,"<i>PICALM-MLLT10</i> fusion gene in hematological neoplasms: clinical features, current practices, and prognoses",0.4933,0.952,0.5332,Incremental,"This paper is a 4.9/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.568,0.3,0.625,0.8644
029_279,https://doi.org/10.3390/s25092948,Covert Communication Scheme for OOK in Asymmetric Noise Systems,0.5587,0.8433,1,Moderately Novel,"This paper is a 5.6/10 for novelty, and we are 84% confident in this assessment. The moderate confidence (84%) suggests reasonable agreement among judges.",Socratic Panel,0.667,0.3,0.6846,0.9405
029_280,https://doi.org/10.4314/wojast.v16i2.256,"Carbon sequestration in sedimentary formations: A case study of the Niger Delta Basin, Nigeria",0.4912,0.957,0.4776,Incremental,"This paper is a 4.9/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.554,0.3,0.6879,0.934
029_281,https://doi.org/10.1016/j.phrs.2024.107501,Cortistatin exerts an immunomodulatory and neuroprotective role in a preclinical model of ischemic stroke,0.5631,0.921,0.8783,Moderately Novel,"This paper is a 5.6/10 for novelty, and we are 92% confident in this assessment. The high confidence (92%) indicates strong consensus across all judge perspectives.",Consensus,0.664,0.3,0.7467,0.931
029_282,https://doi.org/10.47172/2965-730x.sdgsreview.v5.n06.pe07047,Quality of Work Life as Part of the SDGs and Change Management,0.4776,0.9674,0.3623,Incremental,"This paper is a 4.8/10 for novelty, and we are 97% confident in this assessment. The high confidence (97%) indicates strong consensus across all judge perspectives.",Consensus,0.522,0.3,0.7437,0.9208
029_283,https://doi.org/10.3390/fire8070270,Anthropometric Evaluation of NFPA 1977 Sizing System for U.S. Female Wildland Firefighters: A Contingency Table Analysis,0.5335,0.9339,0.7348,Incremental,"This paper is a 5.3/10 for novelty, and we are 93% confident in this assessment. The high confidence (93%) indicates strong consensus across all judge perspectives.",Consensus,0.62,0.3,0.7152,0.9407
029_284,https://doi.org/10.1002/fsn3.70066,"The Impact of Carbonic Maceration Pretreatment on the Convective Drying of Seedless Grapes: <scp>RSM</scp> Optimization, Drying Characteristics and Microstructure",0.5094,0.945,0.6112,Incremental,"This paper is a 5.1/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.58,0.3,0.7139,0.9432
029_285,https://doi.org/10.3390/ph18070973,"3D Printing in Oral Drug Delivery: Technologies, Clinical Applications and Future Perspectives in Precision Medicine",0.45,0.9572,0.4755,Incremental,"This paper is a 4.5/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives. Note: Final score was adjusted by the Skeptic Gate (Responsible Metrics filter).",VETO: Review Cap (Consensus),0.63,0.3,0.7183,0.9331
029_286,https://doi.org/10.1021/acsomega.5c07362,Analysis of Waste Material from Enzymatic Hydrolysis of Extruded Arabica Coffee Beans from a Bioeconomy Perspective,0.529,0.9662,0.3751,Incremental,"This paper is a 5.3/10 for novelty, and we are 97% confident in this assessment. The high confidence (97%) indicates strong consensus across all judge perspectives.",Consensus,0.612,0.3,0.7177,0.9096
029_287,https://doi.org/10.3390/toxins17010020,Characterisation of Staphylococcus aureus Strains and Their Prophages That Carry Horse-Specific Leukocidin Genes lukP/Q,0.524,0.9564,0.4839,Incremental,"This paper is a 5.2/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.62,0.3,0.6198,0.9391
029_288,https://doi.org/10.32628/cseit241061130,Deepfake Detection Using Machine Learning Techniques: A Scalable Solution for Media Integrity,0.5194,0.9446,0.6153,Incremental,"This paper is a 5.2/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.596,0.3,0.7182,0.9145
029_289,https://doi.org/10.3390/genes16040363,"Whole-Genome Resequencing in Sheep: Applications in Breeding, Evolution, and Conservation",0.45,0.9226,0.86,Incremental,"This paper is a 4.5/10 for novelty, and we are 92% confident in this assessment. The high confidence (92%) indicates strong consensus across all judge perspectives. Note: Final score was adjusted by the Skeptic Gate (Responsible Metrics filter).",VETO: Review Cap (Consensus),0.572,0.25,0.6193,0.9302
029_290,https://doi.org/10.1186/s12890-023-02758-0,Impact of comorbidities in COPD clinical control criteria. The CLAVE study,0.4367,0.962,0.4223,Incremental,"This paper is a 4.4/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.468,0.3,0.6586,0.9235
029_291,https://doi.org/10.1186/s40594-023-00459-y,Nine years of development in establishing the journal as a learning and research hub in STEM education,0.3382,0.8456,1,Incremental,"This paper is a 3.4/10 for novelty, and we are 85% confident in this assessment. The moderate confidence (85%) suggests reasonable agreement among judges.",Consensus,0.31,0.3,0.6222,0.9137
029_292,https://doi.org/10.1093/jopart/muaf016,Routines amid the unpredictable: a street-level organization’s robust response to COVID-19,0.5641,0.9279,0.8013,Moderately Novel,"This paper is a 5.6/10 for novelty, and we are 93% confident in this assessment. The high confidence (93%) indicates strong consensus across all judge perspectives.",Consensus,0.666,0.3,0.7447,0.9349
029_293,https://doi.org/10.1111/jog.15875,Umbilical arterial lactate levels after normal vaginal and elective cesarean delivery: The role of a longer active second stage most significant in high levels after vaginal delivery,0.4626,0.9468,0.591,Incremental,"This paper is a 4.6/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.524,0.3,0.5817,0.9196
029_294,https://doi.org/10.3390/biology14030260,Physiological Adaptation to Different Heavy Metal Stress in Seedlings of Halophyte Suaeda liaotungensis,0.5254,0.9585,0.4608,Incremental,"This paper is a 5.3/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.612,0.3,0.6821,0.9487
029_295,https://doi.org/10.3390/molecules29071540,Synergetic Effects of Aloe Vera Extract with Trimethylglycine for Targeted Aquaporin 3 Regulation and Long-Term Skin Hydration,0.5293,0.9556,0.4936,Incremental,"This paper is a 5.3/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.618,0.3,0.6854,0.929
029_296,https://doi.org/10.1029/2024gl112706,Can Biogeochemical Tracer Observations Constrain Southern Ocean Diapycnal Mixing Rates?,0.5255,0.9309,0.7679,Incremental,"This paper is a 5.3/10 for novelty, and we are 93% confident in this assessment. The high confidence (93%) indicates strong consensus across all judge perspectives.",Consensus,0.612,0.3,0.6831,0.9497
029_297,https://doi.org/10.3389/fimmu.2024.1355315,Identification of miRNAs that target Fcγ receptor-mediated phagocytosis during macrophage activation syndrome,0.6322,0.8783,1,Moderately Novel,"This paper is a 6.3/10 for novelty, and we are 88% confident in this assessment. The moderate confidence (88%) suggests reasonable agreement among judges.",Socratic Panel,0.734,0.4,0.7179,0.8997
029_298,https://doi.org/10.7759/cureus.72252,N-acetylcysteine Clinical Applications,0.45,0.9465,0.594,Incremental,"This paper is a 4.5/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives. Note: Final score was adjusted by the Skeptic Gate (Responsible Metrics filter).",VETO: Review Cap (Consensus),0.606,0.3,0.6897,0.9119
029_299,https://doi.org/10.1039/d3ra07980e,Integrated resonance Rayleigh scattering approach utilizing Box–Behnken experimental design for the facile quantification of prucalopride in pharmaceutical tablets and human urine with sustainability assessment,0.5309,0.9628,0.4131,Incremental,"This paper is a 5.3/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.62,0.3,0.6888,0.885
029_300,https://doi.org/10.1063/5.0190275,Transport properties and electronic phase transitions in two-dimensional tellurium at high pressure,0.528,0.9386,0.6818,Incremental,"This paper is a 5.3/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.616,0.3,0.6839,0.9449
029_301,https://doi.org/10.3389/fmars.2025.1655930,"Nitrite exposure on gills of Oreochromis niloticus: structure change, immune response, and apoptosis",0.5192,0.9809,0.2122,Incremental,"This paper is a 5.2/10 for novelty, and we are 98% confident in this assessment. The high confidence (98%) indicates strong consensus across all judge perspectives.",Consensus,0.596,0.3,0.7157,0.9301
029_302,https://doi.org/10.3389/fcvm.2023.1267539,Sleep disturbance exacerbates atherosclerosis in type 2 diabetes mellitus,0.518,0.9403,0.6629,Incremental,"This paper is a 5.2/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.604,0.3,0.6564,0.8914
029_303,https://doi.org/10.15421/0224113,Isolation of antagonistic bacterial strains against fungi,0.5098,0.9478,0.5805,Incremental,"This paper is a 5.1/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.58,0.3,0.7184,0.921
029_304,https://doi.org/10.1186/s13005-024-00476-4,Circulating level of growth-differentiation factor 15 and the functional outcome after acute ischemic stroke: a systematic review and meta-analysis,0.45,0.9416,0.6493,Incremental,"This paper is a 4.5/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives. Note: Final score was adjusted by the Skeptic Gate (Responsible Metrics filter).",VETO: Review Cap (Consensus),0.568,0.25,0.7162,0.9248
029_305,https://doi.org/10.1097/ms9.0000000000001583,The UEMS experience in continuous medical education accreditation process: a ‘quo vadis’ analysis of our global database,0.5154,0.9151,0.9432,Incremental,"This paper is a 5.2/10 for novelty, and we are 92% confident in this assessment. The high confidence (92%) indicates strong consensus across all judge perspectives.",Consensus,0.594,0.3,0.6895,0.916
029_306,https://doi.org/10.15560/20.4.950,Conservation assessment of five new records for the Orchidaceae of Colombia,0.5049,0.9294,0.7848,Incremental,"This paper is a 5.0/10 for novelty, and we are 93% confident in this assessment. The high confidence (93%) indicates strong consensus across all judge perspectives.",Consensus,0.544,0.4,0.5855,0.9117
029_307,https://doi.org/10.21837/pm.v21i30.1401,"ENVIRONMENTAL FLOW ASSESSMENT MODEL ON SUSTAINABILITY PLANNING STRATEGIES, KENYIR LAKE BASIN, MALAYSIA",0.4775,0.937,0.7003,Incremental,"This paper is a 4.8/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.526,0.3,0.7185,0.9321
029_308,https://doi.org/10.1364/oe.542349,Single-longitudinal-mode self-seeded Brillouin fiber laser with an ultra-narrow linewidth achieved utilizing a triple-ring resonator,0.6297,0.936,0.7109,Moderately Novel,"This paper is a 6.3/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.78,0.3,0.717,0.9351
029_309,https://doi.org/10.18502/fid.v22i12.18168,Effect of Er:YAG Laser Irradiation with Various Power Levels on Shear Bond Strength of Repair to Aged Nanofilled Composite Resin,0.4949,0.9557,0.4922,Incremental,"This paper is a 4.9/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.556,0.3,0.7128,0.9341
029_310,https://doi.org/10.54517/st.v5i1.2463,Image destination engagement from a cultural perspective—A neuromarketing approach for a Spanish-German study,0.518,0.925,0.8328,Incremental,"This paper is a 5.2/10 for novelty, and we are 93% confident in this assessment. The high confidence (93%) indicates strong consensus across all judge perspectives.",Consensus,0.594,0.3,0.7161,0.9302
029_311,https://doi.org/10.3389/fonc.2025.1677239,Comparison of surgical trauma between three endoscopic thyroidectomy approaches and open surgery,0.4966,0.9492,0.565,Incremental,"This paper is a 5.0/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.568,0.3,0.6582,0.9109
029_312,https://doi.org/10.3390/buildings15050746,"Research on BIM-Based Visualization, Simulation, and Early Warning System for Shield Tunnel Construction",0.5336,0.9364,0.7061,Incremental,"This paper is a 5.3/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.62,0.3,0.7162,0.9468
029_313,https://doi.org/10.1371/journal.pone.0315862,Problems of magnetic resonance diagnosis for gastric-type mucin-positive cervical lesions of the uterus and its solutions using artificial intelligence,0.5262,0.8831,1,Incremental,"This paper is a 5.3/10 for novelty, and we are 88% confident in this assessment. The moderate confidence (88%) suggests reasonable agreement among judges.",Socratic Panel,0.623,0.3,0.6237,0.9336
029_314,https://doi.org/10.3390/electronics14244832,Memory-Efficient Iterative Signal Detection for 6G Massive MIMO via Hybrid Quasi-Newton and Deep Q-Networks,0.5681,0.8736,1,Moderately Novel,"This paper is a 5.7/10 for novelty, and we are 87% confident in this assessment. The moderate confidence (87%) suggests reasonable agreement among judges.",Socratic Panel,0.682,0.3,0.6885,0.9185
029_315,https://doi.org/10.3390/ani15121808,Sperm Membrane: Molecular Implications and Strategies for Cryopreservation in Productive Species,0.45,0.9776,0.2488,Incremental,"This paper is a 4.5/10 for novelty, and we are 98% confident in this assessment. The high confidence (98%) indicates strong consensus across all judge perspectives. Note: Final score was adjusted by the Skeptic Gate (Responsible Metrics filter).",VETO: Review Cap (Consensus),0.604,0.3,0.7185,0.9076
029_316,https://doi.org/10.1080/02786826.2024.2403573,A comparative assessment of HPHC yields and <i>in vitro</i> toxicity for 1R6F reference cigarette smoke versus aerosol generated by Tobacco Heating System 3.0,0.524,0.972,0.311,Incremental,"This paper is a 5.2/10 for novelty, and we are 97% confident in this assessment. The high confidence (97%) indicates strong consensus across all judge perspectives.",Consensus,0.604,0.3,0.7156,0.9333
029_317,https://doi.org/10.35848/1347-4065/ad3caa,Magnetic field dependence of critical currents of cross-type Josephson junctions with inhomogeneous critical current density under oblique magnetic fields,0.521,0.9383,0.6855,Incremental,"This paper is a 5.2/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.61,0.3,0.6505,0.9193
029_318,https://doi.org/10.1007/s11695-025-08359-6,"Proposed Definitions and Clinical Recommendations for the Management of Weight Recurrence, Partial Response, and Nonresponse Following Metabolic and Bariatric Surgery",0.5303,0.9929,0.0787,Incremental,"This paper is a 5.3/10 for novelty, and we are 99% confident in this assessment. The high confidence (99%) indicates strong consensus across all judge perspectives.",Consensus,0.58,0.4,0.6232,0.9022
029_319,https://doi.org/10.2147/ijn.s500520,Applications of mRNA Delivery in Cancer Immunotherapy,0.45,0.9578,0.4691,Incremental,"This paper is a 4.5/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives. Note: Final score was adjusted by the Skeptic Gate (Responsible Metrics filter).",VETO: Review Cap (Consensus),0.62,0.25,0.7451,0.9205
029_320,https://doi.org/10.1002/pts.2903,"Grape By‐Products for Smart Packaging Films: Antioxidant, pH‐Sensitive, UV‐Blocking and Antimicrobial Properties for Food Preservation",0.45,0.9383,0.686,Incremental,"This paper is a 4.5/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives. Note: Final score was adjusted by the Skeptic Gate (Responsible Metrics filter).",VETO: Review Cap (Consensus),0.588,0.25,0.6534,0.9317
029_321,https://doi.org/10.1134/s0003683824604517,An Escherichia coli Strain for Plasmid DNA Production with a Low Endotoxin Level,0.6064,0.8996,1,Moderately Novel,"This paper is a 6.1/10 for novelty, and we are 90% confident in this assessment. The moderate confidence (90%) suggests reasonable agreement among judges.",Socratic Panel,0.746,0.3,0.688,0.937
029_322,https://doi.org/10.1515/med-2024-1066,"Effect of serum IL-6, CRP, and MMP-9 levels on the efficacy of modified preperitoneal Kugel repair in patients with inguinal hernia",0.4716,0.9501,0.554,Incremental,"This paper is a 4.7/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.532,0.3,0.6235,0.9214
029_323,https://doi.org/10.1002/smi.70113,Daily Stress Variability in Two Generations of Survivors of the War in the Former Yugoslavia,0.5868,0.8954,1,Moderately Novel,"This paper is a 5.9/10 for novelty, and we are 90% confident in this assessment. The moderate confidence (90%) suggests reasonable agreement among judges.",Socratic Panel,0.654,0.4,0.7439,0.9388
029_324,https://doi.org/10.1038/s41598-025-20625-2,SCADA intrusion detection using deep factorization machines,0.6278,0.9638,0.4028,Moderately Novel,"This paper is a 6.3/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.772,0.3,0.7464,0.9217
029_325,https://doi.org/10.55493/5008.v11i4.4929,An empirical analysis of public debt and government expenditure in South Africa,0.4714,0.944,0.6225,Incremental,"This paper is a 4.7/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.522,0.3,0.6823,0.95
